95.49	-0.28	2.46
80.23	-0.59	-0.11
65.3	0.03	-0.87
49.75	-0.16	-0.05
35.36	-0.43	-1.28
20.04	-0.02	-0.89
26.62	14.83	-50.25
54.56	-37.54	31.64
42.04	53.07	28.84
81.59	4.12	79.36
50.77	50.1	-14.18
50.03	-27.49	-28.71
62.49	35.9	57.71
39.64	10.61	-45.02
50.43	48.34	16.56
30.33	21.39	-20.31
71.37	-23.13	56.49
71.2	19.41	68.65
37.75	13.3	14.06
64.71	19.06	17.03
48.9	-4.56	-22.22
42.66	-13.41	21.92
54.13	9.36	-24.91
69.67	-33.03	-0.63

