65
95.29	-0.88	2.37
81.13	-0.8	0.09
67.06	-0.85	-0.38
51.43	-0.06	-0.18
36.15	-0.53	-0.99
21.79	-0.09	-0.94
32.93	11.74	-44.07
56.27	-35.72	33.54
42.01	43.9	25.72
79.99	4.03	78.78
52.08	44.02	-16.66
53.81	-27.84	-22.53
60.81	33.75	53.97
43.7	8.55	-41.65
51	42.2	13.66
31.68	18.96	-20.98
71.89	-20.98	58.08
70.13	18.37	65
38.84	12.4	13.17
64.89	13.26	17.61
51.16	-4.15	-20.59
42.83	-10.92	21.75
56.68	6.95	-23.18
71.43	-30.45	2.93
